,subject,parameter,value,ID
13668,34,$\theta$,-0.6198081970214844,01549
13669,35,$\theta$,0.03557399660348892,01559
13670,36,$\theta$,0.01502181589603424,01560
13671,37,$\theta$,-0.4286864995956421,01614
13672,38,$\theta$,-0.40820935368537903,01619
13673,39,$\theta$,-0.7760394215583801,01622
13674,40,$\theta$,-0.19481781125068665,01630
13675,41,$\theta$,-0.7750275731086731,01646
13676,42,$\theta$,-0.819611132144928,01647
13677,43,$\theta$,-0.7251653671264648,01725
13678,44,$\theta$,-1.1455641984939575,01840
13679,45,$\theta$,-0.07778826355934143,01861
13680,1,$\theta$,-0.6898680329322815,00390
13681,2,$\theta$,-0.6621042490005493,00513
13682,3,$\theta$,-0.05461324006319046,01101
13683,4,$\theta$,-0.3272983431816101,01102
13684,5,$\theta$,-0.25042295455932617,01104
13685,6,$\theta$,-0.17579133808612823,01118
13686,7,$\theta$,-0.7203325033187866,01129
13687,8,$\theta$,-1.065076470375061,01261
13688,9,$\theta$,0.2788853645324707,01268
13689,10,$\theta$,-0.8417625427246094,01271
13690,11,$\theta$,-0.22843720018863678,01272
13691,12,$\theta$,0.012207895517349243,01281
13692,13,$\theta$,-0.50274658203125,01293
13693,14,$\theta$,-0.34518754482269287,01323
13694,15,$\theta$,-0.43412166833877563,01332
13695,16,$\theta$,-0.4703923165798187,01334
13696,17,$\theta$,-0.7481251955032349,01335
13697,18,$\theta$,0.43706846237182617,01344
13698,19,$\theta$,-0.3597564399242401,01351
13699,20,$\theta$,-0.36687779426574707,01354
13700,21,$\theta$,-0.2827678322792053,01355
13701,22,$\theta$,-0.3394429683685303,01356
13702,23,$\theta$,-0.2734653353691101,01357
13703,24,$\theta$,-0.7267575860023499,01358
13704,25,$\theta$,-0.12652309238910675,01362
13705,26,$\theta$,-0.07454285025596619,01379
