,subject,parameter,value,ID
90595,11,$\beta$,1.8405553883191352,01272
90596,12,$\beta$,1.0327830868362637,01281
90597,13,$\beta$,2.382548843855094,01293
90598,14,$\beta$,1.1893494911257703,01323
90599,15,$\beta$,2.2664172715498614,01332
90600,16,$\beta$,2.0534595030202842,01334
90601,17,$\beta$,2.2577985420361735,01335
90602,18,$\beta$,0.8762681584290062,01344
90603,19,$\beta$,2.525547527835551,01351
90604,20,$\beta$,2.597661144144226,01354
90605,21,$\beta$,1.822580698242483,01355
90606,22,$\beta$,2.0345323602256857,01356
90607,23,$\beta$,1.7877664880041022,01357
90608,24,$\beta$,2.186348674776344,01358
90609,25,$\beta$,2.81882790825037,01362
90610,26,$\beta$,1.679271016191686,01379
90611,27,$\beta$,2.54114372946467,01390
90612,28,$\beta$,1.5917962438620155,01443
90613,29,$\beta$,2.391237400341476,01449
90614,30,$\beta$,1.622648065741343,01456
90615,31,$\beta$,1.8346972338799492,01457
90616,32,$\beta$,2.983909342300492,01460
90617,33,$\beta$,1.5904721493993659,01510
90618,34,$\beta$,2.7249926338713273,01549
90619,35,$\beta$,1.881630464796903,01559
90620,36,$\beta$,2.2812056809299834,01560
90621,37,$\beta$,2.4975821858265537,01614
90622,38,$\beta$,1.9261218511806633,01619
90623,39,$\beta$,2.133885559654651,01622
90624,40,$\beta$,1.3707578945327372,01630
90625,41,$\beta$,2.275734546571464,01646
90626,42,$\beta$,1.86078555543597,01647
90627,43,$\beta$,2.1343604108499314,01725
90628,44,$\beta$,1.3419057931497191,01840
90629,45,$\beta$,1.2524318807016428,01861
90630,1,$\beta$,2.8868732278621643,00390
90631,2,$\beta$,1.5744658514909404,00513
90632,3,$\beta$,1.8321671588380595,01101
